atm_inventario_año;atm_inventario_grupo_cont;atm_inventario_sector;atm_inventario_sector_descripcion;atm_inventario_cont_desc;atm_inventario_cont_unidades;atm_inventario_cont_cantidad
2022;Contaminantes orgánicos persistentes;1,0;Combustión en la producción y transformación de energía;DIOX;g;0.01
2022;Contaminantes orgánicos persistentes;2,0;Plantas de combustión no industrial;DIOX;g;0.80
2022;Contaminantes orgánicos persistentes;3,0;Plantas de combustión industrial;DIOX;g;0.50
2022;Contaminantes orgánicos persistentes;4,0;Procesos industriales sin combustión;DIOX;g;0.84
2022;Contaminantes orgánicos persistentes;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;DIOX;g;0.00
2022;Contaminantes orgánicos persistentes;6,0;Uso de disolventes y otros productos;DIOX;g;0.00
2022;Contaminantes orgánicos persistentes;7,0;Transporte por carretera;DIOX;g;0.73
2022;Contaminantes orgánicos persistentes;8,0;Otros modos de transporte y maquinaria móvil;DIOX;g;0.00
2022;Contaminantes orgánicos persistentes;9,0;Tratamiento y eliminación de residuos;DIOX;g;6.40
2022;Contaminantes orgánicos persistentes;10,0;Agricultura;DIOX;g;0.00
2022;Contaminantes orgánicos persistentes;11,0;Otras fuentes y sumideros (naturaleza);DIOX;g;0.00
2022;Contaminantes orgánicos persistentes;1,0;Combustión en la producción y transformación de energía;BENZO(a);kg;1.12
2022;Contaminantes orgánicos persistentes;2,0;Plantas de combustión no industrial;BENZO(a);kg;176.02
2022;Contaminantes orgánicos persistentes;3,0;Plantas de combustión industrial;BENZO(a);kg;46.66
2022;Contaminantes orgánicos persistentes;4,0;Procesos industriales sin combustión;BENZO(a);kg;0.00
2022;Contaminantes orgánicos persistentes;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;BENZO(a);kg;0.00
2022;Contaminantes orgánicos persistentes;6,0;Uso de disolventes y otros productos;BENZO(a);kg;1.03
2022;Contaminantes orgánicos persistentes;7,0;Transporte por carretera;BENZO(a);kg;51.09
2022;Contaminantes orgánicos persistentes;8,0;Otros modos de transporte y maquinaria móvil;BENZO(a);kg;1.71
2022;Contaminantes orgánicos persistentes;9,0;Tratamiento y eliminación de residuos;BENZO(a);kg;0.18
2022;Contaminantes orgánicos persistentes;10,0;Agricultura;BENZO(a);kg;0.00
2022;Contaminantes orgánicos persistentes;11,0;Otras fuentes y sumideros (naturaleza);BENZO(a);kg;0.00
2022;Contaminantes orgánicos persistentes;1,0;Combustión en la producción y transformación de energía;BENZO(b);kg;1.79
2022;Contaminantes orgánicos persistentes;2,0;Plantas de combustión no industrial;BENZO(b);kg;185.71
2022;Contaminantes orgánicos persistentes;3,0;Plantas de combustión industrial;BENZO(b);kg;75.09
2022;Contaminantes orgánicos persistentes;4,0;Procesos industriales sin combustión;BENZO(b);kg;0.00
2022;Contaminantes orgánicos persistentes;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;BENZO(b);kg;0.00
2022;Contaminantes orgánicos persistentes;6,0;Uso de disolventes y otros productos;BENZO(b);kg;0.42
2022;Contaminantes orgánicos persistentes;7,0;Transporte por carretera;BENZO(b);kg;68.80
2022;Contaminantes orgánicos persistentes;8,0;Otros modos de transporte y maquinaria móvil;BENZO(b);kg;2.65
2022;Contaminantes orgánicos persistentes;9,0;Tratamiento y eliminación de residuos;BENZO(b);kg;0.34
2022;Contaminantes orgánicos persistentes;10,0;Agricultura;BENZO(b);kg;0.00
2022;Contaminantes orgánicos persistentes;11,0;Otras fuentes y sumideros (naturaleza);BENZO(b);kg;0.00
2022;Contaminantes orgánicos persistentes;1,0;Combustión en la producción y transformación de energía;BENZO(k);kg;0.56
2022;Contaminantes orgánicos persistentes;2,0;Plantas de combustión no industrial;BENZO(k);kg;75.48
2022;Contaminantes orgánicos persistentes;3,0;Plantas de combustión industrial;BENZO(k);kg;23.72
2022;Contaminantes orgánicos persistentes;4,0;Procesos industriales sin combustión;BENZO(k);kg;0.00
2022;Contaminantes orgánicos persistentes;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;BENZO(k);kg;0.00
2022;Contaminantes orgánicos persistentes;6,0;Uso de disolventes y otros productos;BENZO(k);kg;0.42
2022;Contaminantes orgánicos persistentes;7,0;Transporte por carretera;BENZO(k);kg;58.83
2022;Contaminantes orgánicos persistentes;8,0;Otros modos de transporte y maquinaria móvil;BENZO(k);kg;1.88
2022;Contaminantes orgánicos persistentes;9,0;Tratamiento y eliminación de residuos;BENZO(k);kg;0.75
2022;Contaminantes orgánicos persistentes;10,0;Agricultura;BENZO(k);kg;0.00
2022;Contaminantes orgánicos persistentes;11,0;Otras fuentes y sumideros (naturaleza);BENZO(k);kg;0.00
2022;Contaminantes orgánicos persistentes;1,0;Combustión en la producción y transformación de energía;INDENO;kg;0.45
2022;Contaminantes orgánicos persistentes;2,0;Plantas de combustión no industrial;INDENO;kg;81.39
2022;Contaminantes orgánicos persistentes;3,0;Plantas de combustión industrial;INDENO;kg;19.10
2022;Contaminantes orgánicos persistentes;4,0;Procesos industriales sin combustión;INDENO;kg;0.00
2022;Contaminantes orgánicos persistentes;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;INDENO;kg;0.00
2022;Contaminantes orgánicos persistentes;6,0;Uso de disolventes y otros productos;INDENO;kg;0.42
2022;Contaminantes orgánicos persistentes;7,0;Transporte por carretera;INDENO;kg;49.88
2022;Contaminantes orgánicos persistentes;8,0;Otros modos de transporte y maquinaria móvil;INDENO;kg;4.63
2022;Contaminantes orgánicos persistentes;9,0;Tratamiento y eliminación de residuos;INDENO;kg;0.00
2022;Contaminantes orgánicos persistentes;10,0;Agricultura;INDENO;kg;0.00
2022;Contaminantes orgánicos persistentes;11,0;Otras fuentes y sumideros (naturaleza);INDENO;kg;0.00
2022;Contaminantes orgánicos persistentes;1,0;Combustión en la producción y transformación de energía;HAP;kg;3.92
2022;Contaminantes orgánicos persistentes;2,0;Plantas de combustión no industrial;HAP;kg;518.60
2022;Contaminantes orgánicos persistentes;3,0;Plantas de combustión industrial;HAP;kg;164.56
2022;Contaminantes orgánicos persistentes;4,0;Procesos industriales sin combustión;HAP;kg;107.47
2022;Contaminantes orgánicos persistentes;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;HAP;kg;0.00
2022;Contaminantes orgánicos persistentes;6,0;Uso de disolventes y otros productos;HAP;kg;2.28
2022;Contaminantes orgánicos persistentes;7,0;Transporte por carretera;HAP;kg;228.61
2022;Contaminantes orgánicos persistentes;8,0;Otros modos de transporte y maquinaria móvil;HAP;kg;10.87
2022;Contaminantes orgánicos persistentes;9,0;Tratamiento y eliminación de residuos;HAP;kg;1.27
2022;Contaminantes orgánicos persistentes;10,0;Agricultura;HAP;kg;0.00
2022;Contaminantes orgánicos persistentes;11,0;Otras fuentes y sumideros (naturaleza);HAP;kg;0.00
2022;Contaminantes orgánicos persistentes;1,0;Combustión en la producción y transformación de energía;PCB;kg;0.00
2022;Contaminantes orgánicos persistentes;2,0;Plantas de combustión no industrial;PCB;kg;0.09
2022;Contaminantes orgánicos persistentes;3,0;Plantas de combustión industrial;PCB;kg;0.00
2022;Contaminantes orgánicos persistentes;4,0;Procesos industriales sin combustión;PCB;kg;0.56
2022;Contaminantes orgánicos persistentes;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;PCB;kg;0.00
2022;Contaminantes orgánicos persistentes;6,0;Uso de disolventes y otros productos;PCB;kg;46.34
2022;Contaminantes orgánicos persistentes;7,0;Transporte por carretera;PCB;kg;0.15
2022;Contaminantes orgánicos persistentes;8,0;Otros modos de transporte y maquinaria móvil;PCB;kg;0.00
2022;Contaminantes orgánicos persistentes;9,0;Tratamiento y eliminación de residuos;PCB;kg;0.02
2022;Contaminantes orgánicos persistentes;10,0;Agricultura;PCB;kg;0.00
2022;Contaminantes orgánicos persistentes;11,0;Otras fuentes y sumideros (naturaleza);PCB;kg;0.00
2021;Acidificadores, precursores de ozono y gases de efecto invernadero;1,0;Combustión en la producción y transformación de energía;SOx;t;1.62
2021;Acidificadores, precursores de ozono y gases de efecto invernadero;2,0;Plantas de combustión no industrial;SOx;t;3572.68
2021;Acidificadores, precursores de ozono y gases de efecto invernadero;3,0;Plantas de combustión industrial;SOx;t;1833.27
2021;Acidificadores, precursores de ozono y gases de efecto invernadero;4,0;Procesos industriales sin combustión;SOx;t;18.78
2021;Acidificadores, precursores de ozono y gases de efecto invernadero;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;SOx;t;0.00
2021;Acidificadores, precursores de ozono y gases de efecto invernadero;6,0;Uso de disolventes y otros productos;SOx;t;0.66
2021;Acidificadores, precursores de ozono y gases de efecto invernadero;7,0;Transporte por carretera;SOx;t;37.77
2021;Acidificadores, precursores de ozono y gases de efecto invernadero;8,0;Otros modos de transporte y maquinaria móvil;SOx;t;1032.60
2021;Acidificadores, precursores de ozono y gases de efecto invernadero;9,0;Tratamiento y eliminación de residuos;SOx;t;25.75
2021;Acidificadores, precursores de ozono y gases de efecto invernadero;10,0;Agricultura;SOx;t;0.00
2021;Acidificadores, precursores de ozono y gases de efecto invernadero;11,0;Otras fuentes y sumideros (naturaleza);SOx;t;6.30
2021;Acidificadores, precursores de ozono y gases de efecto invernadero;1,0;Combustión en la producción y transformación de energía;NOx;t;269.38
2021;Acidificadores, precursores de ozono y gases de efecto invernadero;2,0;Plantas de combustión no industrial;NOx;t;5542.92
2021;Acidificadores, precursores de ozono y gases de efecto invernadero;3,0;Plantas de combustión industrial;NOx;t;4557.66
2021;Acidificadores, precursores de ozono y gases de efecto invernadero;4,0;Procesos industriales sin combustión;NOx;t;40.68
2021;Acidificadores, precursores de ozono y gases de efecto invernadero;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;NOx;t;0.00
2021;Acidificadores, precursores de ozono y gases de efecto invernadero;6,0;Uso de disolventes y otros productos;NOx;t;15.04
2021;Acidificadores, precursores de ozono y gases de efecto invernadero;7,0;Transporte por carretera;NOx;t;22194.17
2021;Acidificadores, precursores de ozono y gases de efecto invernadero;8,0;Otros modos de transporte y maquinaria móvil;NOx;t;18839.79
2021;Acidificadores, precursores de ozono y gases de efecto invernadero;9,0;Tratamiento y eliminación de residuos;NOx;t;397.54
2021;Acidificadores, precursores de ozono y gases de efecto invernadero;10,0;Agricultura;NOx;t;813.07
2021;Acidificadores, precursores de ozono y gases de efecto invernadero;11,0;Otras fuentes y sumideros (naturaleza);NOx;t;31.17
2021;Acidificadores, precursores de ozono y gases de efecto invernadero;1,0;Combustión en la producción y transformación de energía;COVNM;t;25.30
2021;Acidificadores, precursores de ozono y gases de efecto invernadero;2,0;Plantas de combustión no industrial;COVNM;t;775.69
2021;Acidificadores, precursores de ozono y gases de efecto invernadero;3,0;Plantas de combustión industrial;COVNM;t;1864.16
2021;Acidificadores, precursores de ozono y gases de efecto invernadero;4,0;Procesos industriales sin combustión;COVNM;t;1687.97
2021;Acidificadores, precursores de ozono y gases de efecto invernadero;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;COVNM;t;700.06
2021;Acidificadores, precursores de ozono y gases de efecto invernadero;6,0;Uso de disolventes y otros productos;COVNM;t;36637.26
2021;Acidificadores, precursores de ozono y gases de efecto invernadero;7,0;Transporte por carretera;COVNM;t;2791.48
2021;Acidificadores, precursores de ozono y gases de efecto invernadero;8,0;Otros modos de transporte y maquinaria móvil;COVNM;t;1892.76
2021;Acidificadores, precursores de ozono y gases de efecto invernadero;9,0;Tratamiento y eliminación de residuos;COVNM;t;690.67
2021;Acidificadores, precursores de ozono y gases de efecto invernadero;10,0;Agricultura;COVNM;t;784.88
2021;Acidificadores, precursores de ozono y gases de efecto invernadero;11,0;Otras fuentes y sumideros (naturaleza);COVNM;t;82.61
2021;Acidificadores, precursores de ozono y gases de efecto invernadero;1,0;Combustión en la producción y transformación de energía;CH4;t;148.93
2021;Acidificadores, precursores de ozono y gases de efecto invernadero;2,0;Plantas de combustión no industrial;CH4;t;1501.82
2021;Acidificadores, precursores de ozono y gases de efecto invernadero;3,0;Plantas de combustión industrial;CH4;t;3390.15
2021;Acidificadores, precursores de ozono y gases de efecto invernadero;4,0;Procesos industriales sin combustión;CH4;t;0.00
2021;Acidificadores, precursores de ozono y gases de efecto invernadero;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;CH4;t;1167.79
2021;Acidificadores, precursores de ozono y gases de efecto invernadero;6,0;Uso de disolventes y otros productos;CH4;t;0.00
2021;Acidificadores, precursores de ozono y gases de efecto invernadero;7,0;Transporte por carretera;CH4;t;660.47
2021;Acidificadores, precursores de ozono y gases de efecto invernadero;8,0;Otros modos de transporte y maquinaria móvil;CH4;t;137.07
2021;Acidificadores, precursores de ozono y gases de efecto invernadero;9,0;Tratamiento y eliminación de residuos;CH4;t;71008.88
2021;Acidificadores, precursores de ozono y gases de efecto invernadero;10,0;Agricultura;CH4;t;7917.92
2021;Acidificadores, precursores de ozono y gases de efecto invernadero;11,0;Otras fuentes y sumideros (naturaleza);CH4;t;21.48
2021;Acidificadores, precursores de ozono y gases de efecto invernadero;1,0;Combustión en la producción y transformación de energía;CO;t;367.12
2021;Acidificadores, precursores de ozono y gases de efecto invernadero;2,0;Plantas de combustión no industrial;CO;t;6542.66
2021;Acidificadores, precursores de ozono y gases de efecto invernadero;3,0;Plantas de combustión industrial;CO;t;5315.70
2021;Acidificadores, precursores de ozono y gases de efecto invernadero;4,0;Procesos industriales sin combustión;CO;t;532.25
2021;Acidificadores, precursores de ozono y gases de efecto invernadero;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;CO;t;0.00
2021;Acidificadores, precursores de ozono y gases de efecto invernadero;6,0;Uso de disolventes y otros productos;CO;t;460.28
2021;Acidificadores, precursores de ozono y gases de efecto invernadero;7,0;Transporte por carretera;CO;t;25662.81
2021;Acidificadores, precursores de ozono y gases de efecto invernadero;8,0;Otros modos de transporte y maquinaria móvil;CO;t;7696.64
2021;Acidificadores, precursores de ozono y gases de efecto invernadero;9,0;Tratamiento y eliminación de residuos;CO;t;2070.86
2021;Acidificadores, precursores de ozono y gases de efecto invernadero;10,0;Agricultura;CO;t;0.00
2021;Acidificadores, precursores de ozono y gases de efecto invernadero;11,0;Otras fuentes y sumideros (naturaleza);CO;t;896.34
2021;Acidificadores, precursores de ozono y gases de efecto invernadero;1,0;Combustión en la producción y transformación de energía;CO2;t CO2eq;84171.79
2021;Acidificadores, precursores de ozono y gases de efecto invernadero;2,0;Plantas de combustión no industrial;CO2;t CO2eq;5575710.72
2021;Acidificadores, precursores de ozono y gases de efecto invernadero;3,0;Plantas de combustión industrial;CO2;t CO2eq;2475016.80
2021;Acidificadores, precursores de ozono y gases de efecto invernadero;4,0;Procesos industriales sin combustión;CO2;t CO2eq;493539.72
2021;Acidificadores, precursores de ozono y gases de efecto invernadero;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;CO2;t CO2eq;22.95
2021;Acidificadores, precursores de ozono y gases de efecto invernadero;6,0;Uso de disolventes y otros productos;CO2;t CO2eq;0.00
2021;Acidificadores, precursores de ozono y gases de efecto invernadero;7,0;Transporte por carretera;CO2;t CO2eq;10012780.63
2021;Acidificadores, precursores de ozono y gases de efecto invernadero;8,0;Otros modos de transporte y maquinaria móvil;CO2;t CO2eq;3971427.96
2021;Acidificadores, precursores de ozono y gases de efecto invernadero;9,0;Tratamiento y eliminación de residuos;CO2;t CO2eq;246427.66
2021;Acidificadores, precursores de ozono y gases de efecto invernadero;10,0;Agricultura;CO2;t CO2eq;3174.10
2021;Acidificadores, precursores de ozono y gases de efecto invernadero;11,0;Otras fuentes y sumideros (naturaleza);CO2;t CO2eq;0.00
2021;Acidificadores, precursores de ozono y gases de efecto invernadero;1,0;Combustión en la producción y transformación de energía;N2O;t;1.79
2021;Acidificadores, precursores de ozono y gases de efecto invernadero;2,0;Plantas de combustión no industrial;N2O;t;28.87
2021;Acidificadores, precursores de ozono y gases de efecto invernadero;3,0;Plantas de combustión industrial;N2O;t;40.38
