Mes,Residuo,Modalidad,Cantidad
2020-01-01T00:00,Envases,Recogida rutas,"78360,00"
2020-02-01T00:00,Envases,Recogida rutas,"56260,00"
2020-03-01T00:00,Envases,Recogida rutas,"63620,00"
2020-04-01T00:00,Envases,Recogida rutas,"72480,00"
2020-05-01T00:00,Envases,Recogida rutas,"70740,00"
2020-06-01T00:00,Envases,Recogida rutas,"81320,00"
2020-07-01T00:00,Envases,Recogida rutas,"57580,00"
2020-08-01T00:00,Envases,Recogida rutas,"43100,00"
2020-09-01T00:00,Envases,Recogida rutas,"74000,00"
2020-10-01T00:00,Envases,Recogida rutas,"76560,00"
2020-11-01T00:00,Envases,Recogida rutas,"70040,00"
2020-12-01T00:00,Envases,Recogida rutas,"77960,00"
2021-01-01T00:00,Envases,Recogida rutas,"65400,00"
2021-02-01T00:00,Envases,Recogida rutas,"73060,00"
2021-03-01T00:00,Envases,Recogida rutas,"74920,00"
2021-04-01T00:00,Envases,Recogida rutas,"77940,00"
2021-05-01T00:00,Envases,Recogida rutas,"82480,00"
2021-06-01T00:00,Envases,Recogida rutas,"88680,00"
2021-07-01T00:00,Envases,Recogida rutas,"68820,00"
2021-08-01T00:00,Envases,Recogida rutas,"39340,00"
2021-09-01T00:00,Envases,Recogida rutas,"62100,00"
2021-10-01T00:00,Envases,Recogida rutas,"73440,00"
2021-11-01T00:00,Envases,Recogida rutas,"71700,00"
2021-12-01T00:00,Envases,Recogida rutas,"68720,00"
2022-01-01T00:00,Envases,Recogida rutas,"74520,00"
2022-02-01T00:00,Envases,Recogida rutas,"63780,00"
2022-03-01T00:00,Envases,Recogida rutas,"77300,00"
2022-04-01T00:00,Envases,Recogida rutas,"67840,00"
2022-05-01T00:00,Envases,Recogida rutas,"74360,00"
2022-06-01T00:00,Envases,Recogida rutas,"73120,00"
2022-07-01T00:00,Envases,Recogida rutas,"47100,00"
2022-08-01T00:00,Envases,Recogida rutas,"46940,00"
2022-09-01T00:00,Envases,Recogida rutas,"89440,00"
2022-10-01T00:00,Envases,Recogida rutas,"76500,00"
2022-11-01T00:00,Envases,Recogida rutas,"62660,00"
2022-12-01T00:00,Envases,Recogida rutas,"81440,00"
2013-01-01T00:00,Envases contaminados,Punto limpio,"351,00"
2013-02-01T00:00,Envases contaminados,Punto limpio,"0,00"
2013-03-01T00:00,Envases contaminados,Punto limpio,"0,00"
2013-04-01T00:00,Envases contaminados,Punto limpio,"0,00"
2013-05-01T00:00,Envases contaminados,Punto limpio,"0,00"
2013-06-01T00:00,Envases contaminados,Punto limpio,"0,00"
2013-07-01T00:00,Envases contaminados,Punto limpio,"378,00"
2013-08-01T00:00,Envases contaminados,Punto limpio,"0,00"
2013-09-01T00:00,Envases contaminados,Punto limpio,"0,00"
2013-10-01T00:00,Envases contaminados,Punto limpio,"0,00"
2013-11-01T00:00,Envases contaminados,Punto limpio,"0,00"
2013-12-01T00:00,Envases contaminados,Punto limpio,"0,00"
2014-01-01T00:00,Envases contaminados,Punto limpio,"418,00"
2014-02-01T00:00,Envases contaminados,Punto limpio,"0,00"
2014-03-01T00:00,Envases contaminados,Punto limpio,"0,00"
2014-04-01T00:00,Envases contaminados,Punto limpio,"0,00"
2014-05-01T00:00,Envases contaminados,Punto limpio,"0,00"
2014-06-01T00:00,Envases contaminados,Punto limpio,"0,00"
2014-07-01T00:00,Envases contaminados,Punto limpio,"418,00"
2014-08-01T00:00,Envases contaminados,Punto limpio,"0,00"
2014-09-01T00:00,Envases contaminados,Punto limpio,"0,00"
2014-10-01T00:00,Envases contaminados,Punto limpio,"0,00"
2014-11-01T00:00,Envases contaminados,Punto limpio,"0,00"
2014-12-01T00:00,Envases contaminados,Punto limpio,"0,00"
2015-01-01T00:00,Envases contaminados,Punto limpio,"0,00"
2015-02-01T00:00,Envases contaminados,Punto limpio,"340,00"
2015-03-01T00:00,Envases contaminados,Punto limpio,"0,00"
2015-04-01T00:00,Envases contaminados,Punto limpio,"0,00"
2015-05-01T00:00,Envases contaminados,Punto limpio,"0,00"
2015-06-01T00:00,Envases contaminados,Punto limpio,"0,00"
2015-07-01T00:00,Envases contaminados,Punto limpio,"410,00"
2015-08-01T00:00,Envases contaminados,Punto limpio,"0,00"
2015-09-01T00:00,Envases contaminados,Punto limpio,"0,00"
2015-10-01T00:00,Envases contaminados,Punto limpio,"0,00"
2015-11-01T00:00,Envases contaminados,Punto limpio,"0,00"
2015-12-01T00:00,Envases contaminados,Punto limpio,"0,00"
2016-01-01T00:00,Envases contaminados,Punto limpio,"540,00"
2016-02-01T00:00,Envases contaminados,Punto limpio,"0,00"
2016-03-01T00:00,Envases contaminados,Punto limpio,"0,00"
2016-04-01T00:00,Envases contaminados,Punto limpio,"0,00"
2016-05-01T00:00,Envases contaminados,Punto limpio,"0,00"
2016-06-01T00:00,Envases contaminados,Punto limpio,"0,00"
2016-07-01T00:00,Envases contaminados,Punto limpio,"240,00"
2016-08-01T00:00,Envases contaminados,Punto limpio,"0,00"
2016-09-01T00:00,Envases contaminados,Punto limpio,"0,00"
2016-10-01T00:00,Envases contaminados,Punto limpio,"0,00"
2016-11-01T00:00,Envases contaminados,Punto limpio,"0,00"
2016-12-01T00:00,Envases contaminados,Punto limpio,"340,00"
2017-01-01T00:00,Envases contaminados,Punto limpio,"0,00"
2017-02-01T00:00,Envases contaminados,Punto limpio,"0,00"
2017-03-01T00:00,Envases contaminados,Punto limpio,"0,00"
2017-04-01T00:00,Envases contaminados,Punto limpio,"0,00"
2017-05-01T00:00,Envases contaminados,Punto limpio,"0,00"
2017-06-01T00:00,Envases contaminados,Punto limpio,"0,00"
2017-07-01T00:00,Envases contaminados,Punto limpio,"0,00"
2017-08-01T00:00,Envases contaminados,Punto limpio,"440,00"
2017-09-01T00:00,Envases contaminados,Punto limpio,"0,00"
2017-10-01T00:00,Envases contaminados,Punto limpio,"0,00"
2017-11-01T00:00,Envases contaminados,Punto limpio,"0,00"
2017-12-01T00:00,Envases contaminados,Punto limpio,"0,00"
2018-01-01T00:00,Envases contaminados,Punto limpio,"0,00"
2018-02-01T00:00,Envases contaminados,Punto limpio,"0,00"
2018-03-01T00:00,Envases contaminados,Punto limpio,"0,00"
2018-04-01T00:00,Envases contaminados,Punto limpio,"0,00"
2018-05-01T00:00,Envases contaminados,Punto limpio,"0,00"
2018-06-01T00:00,Envases contaminados,Punto limpio,"0,00"
2018-07-01T00:00,Envases contaminados,Punto limpio,"0,00"
2018-08-01T00:00,Envases contaminados,Punto limpio,"465,00"
2018-09-01T00:00,Envases contaminados,Punto limpio,"0,00"
2018-10-01T00:00,Envases contaminados,Punto limpio,"0,00"
2018-11-01T00:00,Envases contaminados,Punto limpio,"0,00"
2018-12-01T00:00,Envases contaminados,Punto limpio,"0,00"
2019-01-01T00:00,Envases contaminados,Punto limpio,"200,00"
2019-02-01T00:00,Envases contaminados,Punto limpio,"0,00"
2019-03-01T00:00,Envases contaminados,Punto limpio,"420,00"
2019-04-01T00:00,Envases contaminados,Punto limpio,"0,00"
2019-05-01T00:00,Envases contaminados,Punto limpio,"370,00"
2019-06-01T00:00,Envases contaminados,Punto limpio,"0,00"
2019-07-01T00:00,Envases contaminados,Punto limpio,"700,00"
2019-08-01T00:00,Envases contaminados,Punto limpio,"0,00"
2019-09-01T00:00,Envases contaminados,Punto limpio,"200,00"
2019-10-01T00:00,Envases contaminados,Punto limpio,"150,00"
2019-11-01T00:00,Envases contaminados,Punto limpio,"0,00"
2019-12-01T00:00,Envases contaminados,Punto limpio,"150,00"
2020-01-01T00:00,Envases contaminados,Punto limpio,"1400,00"
2020-02-01T00:00,Envases contaminados,Punto limpio,"350,00"
2020-03-01T00:00,Envases contaminados,Punto limpio,"400,00"
2020-04-01T00:00,Envases contaminados,Punto limpio,"0,00"
2020-05-01T00:00,Envases contaminados,Punto limpio,"0,00"
2020-06-01T00:00,Envases contaminados,Punto limpio,"80,00"
2020-07-01T00:00,Envases contaminados,Punto limpio,"0,00"
2020-08-01T00:00,Envases contaminados,Punto limpio,"200,00"
2020-09-01T00:00,Envases contaminados,Punto limpio,"20,00"
2020-10-01T00:00,Envases contaminados,Punto limpio,"0,00"
2020-11-01T00:00,Envases contaminados,Punto limpio,"680,00"
2020-12-01T00:00,Envases contaminados,Punto limpio,"180,00"
2021-01-01T00:00,Envases contaminados,Punto limpio,"0,00"
2021-02-01T00:00,Envases contaminados,Punto limpio,"195,00"
2021-03-01T00:00,Envases contaminados,Punto limpio,"0,00"
2021-04-01T00:00,Envases contaminados,Punto limpio,"500,00"
2021-05-01T00:00,Envases contaminados,Punto limpio,"0,00"
2021-06-01T00:00,Envases contaminados,Punto limpio,"350,00"
2021-07-01T00:00,Envases contaminados,Punto limpio,"0,00"
2021-08-01T00:00,Envases contaminados,Punto limpio,"200,00"
2021-09-01T00:00,Envases contaminados,Punto limpio,"860,00"
2021-10-01T00:00,Envases contaminados,Punto limpio,"0,00"
2021-11-01T00:00,Envases contaminados,Punto limpio,"0,00"
2021-12-01T00:00,Envases contaminados,Punto limpio,"468,00"
2022-01-01T00:00,Envases contaminados,Punto limpio,"0,00"
2022-02-01T00:00,Envases contaminados,Punto limpio,"390,00"
2022-03-01T00:00,Envases contaminados,Punto limpio,"0,00"
2022-04-01T00:00,Envases contaminados,Punto limpio,"0,00"
2022-05-01T00:00,Envases contaminados,Punto limpio,"480,00"
2022-06-01T00:00,Envases contaminados,Punto limpio,"0,00"
2022-07-01T00:00,Envases contaminados,Punto limpio,"0,00"
2022-08-01T00:00,Envases contaminados,Punto limpio,"0,00"
2022-09-01T00:00,Envases contaminados,Punto limpio,"400,00"
2022-10-01T00:00,Envases contaminados,Punto limpio,"500,00"
2022-11-01T00:00,Envases contaminados,Punto limpio,"0,00"
2022-12-01T00:00,Envases contaminados,Punto limpio,"0,00"
2013-01-01T00:00,Filtros de aire y aceite,Punto limpio,"218,00"
2013-02-01T00:00,Filtros de aire y aceite,Punto limpio,"0,00"
2013-03-01T00:00,Filtros de aire y aceite,Punto limpio,"0,00"
2013-04-01T00:00,Filtros de aire y aceite,Punto limpio,"0,00"
2013-05-01T00:00,Filtros de aire y aceite,Punto limpio,"0,00"
2013-06-01T00:00,Filtros de aire y aceite,Punto limpio,"0,00"
2013-07-01T00:00,Filtros de aire y aceite,Punto limpio,"188,00"
2013-08-01T00:00,Filtros de aire y aceite,Punto limpio,"0,00"
2013-09-01T00:00,Filtros de aire y aceite,Punto limpio,"0,00"
2013-10-01T00:00,Filtros de aire y aceite,Punto limpio,"0,00"
2013-11-01T00:00,Filtros de aire y aceite,Punto limpio,"0,00"
2013-12-01T00:00,Filtros de aire y aceite,Punto limpio,"0,00"
2014-01-01T00:00,Filtros de aire y aceite,Punto limpio,"170,00"
2014-02-01T00:00,Filtros de aire y aceite,Punto limpio,"0,00"
2014-03-01T00:00,Filtros de aire y aceite,Punto limpio,"0,00"
2014-04-01T00:00,Filtros de aire y aceite,Punto limpio,"0,00"
2014-05-01T00:00,Filtros de aire y aceite,Punto limpio,"0,00"
2014-06-01T00:00,Filtros de aire y aceite,Punto limpio,"0,00"
2014-07-01T00:00,Filtros de aire y aceite,Punto limpio,"112,00"
2014-08-01T00:00,Filtros de aire y aceite,Punto limpio,"0,00"
2014-09-01T00:00,Filtros de aire y aceite,Punto limpio,"0,00"
2014-10-01T00:00,Filtros de aire y aceite,Punto limpio,"0,00"
2014-11-01T00:00,Filtros de aire y aceite,Punto limpio,"0,00"
2014-12-01T00:00,Filtros de aire y aceite,Punto limpio,"0,00"
2015-01-01T00:00,Filtros de aire y aceite,Punto limpio,"0,00"
2015-02-01T00:00,Filtros de aire y aceite,Punto limpio,"60,00"
2015-03-01T00:00,Filtros de aire y aceite,Punto limpio,"0,00"
2015-04-01T00:00,Filtros de aire y aceite,Punto limpio,"0,00"
2015-05-01T00:00,Filtros de aire y aceite,Punto limpio,"0,00"
2015-06-01T00:00,Filtros de aire y aceite,Punto limpio,"0,00"
2015-07-01T00:00,Filtros de aire y aceite,Punto limpio,"195,00"
2015-08-01T00:00,Filtros de aire y aceite,Punto limpio,"0,00"
2015-09-01T00:00,Filtros de aire y aceite,Punto limpio,"0,00"
2015-10-01T00:00,Filtros de aire y aceite,Punto limpio,"0,00"
2015-11-01T00:00,Filtros de aire y aceite,Punto limpio,"0,00"
2015-12-01T00:00,Filtros de aire y aceite,Punto limpio,"0,00"
2016-01-01T00:00,Filtros de aire y aceite,Punto limpio,"140,00"
2016-02-01T00:00,Filtros de aire y aceite,Punto limpio,"0,00"
2016-03-01T00:00,Filtros de aire y aceite,Punto limpio,"0,00"
2016-04-01T00:00,Filtros de aire y aceite,Punto limpio,"0,00"
2016-05-01T00:00,Filtros de aire y aceite,Punto limpio,"0,00"
2016-06-01T00:00,Filtros de aire y aceite,Punto limpio,"0,00"
2016-07-01T00:00,Filtros de aire y aceite,Punto limpio,"224,00"
2016-08-01T00:00,Filtros de aire y aceite,Punto limpio,"0,00"
2016-09-01T00:00,Filtros de aire y aceite,Punto limpio,"0,00"
2016-10-01T00:00,Filtros de aire y aceite,Punto limpio,"0,00"
2016-11-01T00:00,Filtros de aire y aceite,Punto limpio,"0,00"
2016-12-01T00:00,Filtros de aire y aceite,Punto limpio,"159,00"
2017-01-01T00:00,Filtros de aire y aceite,Punto limpio,"0,00"
2017-02-01T00:00,Filtros de aire y aceite,Punto limpio,"0,00"
2017-03-01T00:00,Filtros de aire y aceite,Punto limpio,"0,00"
2017-04-01T00:00,Filtros de aire y aceite,Punto limpio,"0,00"
2017-05-01T00:00,Filtros de aire y aceite,Punto limpio,"0,00"
2017-06-01T00:00,Filtros de aire y aceite,Punto limpio,"0,00"
2017-07-01T00:00,Filtros de aire y aceite,Punto limpio,"0,00"
2017-08-01T00:00,Filtros de aire y aceite,Punto limpio,"193,6"
2017-09-01T00:00,Filtros de aire y aceite,Punto limpio,"0,00"
2017-10-01T00:00,Filtros de aire y aceite,Punto limpio,"0,00"
2017-11-01T00:00,Filtros de aire y aceite,Punto limpio,"0,00"
2017-12-01T00:00,Filtros de aire y aceite,Punto limpio,"0,00"
2018-01-01T00:00,Filtros de aire y aceite,Punto limpio,"0,00"
2018-02-01T00:00,Filtros de aire y aceite,Punto limpio,"0,00"
2018-03-01T00:00,Filtros de aire y aceite,Punto limpio,"0,00"
2018-04-01T00:00,Filtros de aire y aceite,Punto limpio,"0,00"
2018-05-01T00:00,Filtros de aire y aceite,Punto limpio,"0,00"
2018-06-01T00:00,Filtros de aire y aceite,Punto limpio,"0,00"
2018-07-01T00:00,Filtros de aire y aceite,Punto limpio,"0,00"
2018-08-01T00:00,Filtros de aire y aceite,Punto limpio,"214,00"
2018-09-01T00:00,Filtros de aire y aceite,Punto limpio,"0,00"
2018-10-01T00:00,Filtros de aire y aceite,Punto limpio,"0,00"
2018-11-01T00:00,Filtros de aire y aceite,Punto limpio,"0,00"
2018-12-01T00:00,Filtros de aire y aceite,Punto limpio,"0,00"
2019-01-01T00:00,Filtros de aire y aceite,Punto limpio,"80,00"
2019-02-01T00:00,Filtros de aire y aceite,Punto limpio,"0,00"
2019-03-01T00:00,Filtros de aire y aceite,Punto limpio,"0,00"
2019-04-01T00:00,Filtros de aire y aceite,Punto limpio,"0,00"
2019-05-01T00:00,Filtros de aire y aceite,Punto limpio,"50,00"
2019-06-01T00:00,Filtros de aire y aceite,Punto limpio,"0,00"
2019-07-01T00:00,Filtros de aire y aceite,Punto limpio,"70,00"
2019-08-01T00:00,Filtros de aire y aceite,Punto limpio,"0,00"
2019-09-01T00:00,Filtros de aire y aceite,Punto limpio,"0,00"
2019-10-01T00:00,Filtros de aire y aceite,Punto limpio,"0,00"
2019-11-01T00:00,Filtros de aire y aceite,Punto limpio,"0,00"
2019-12-01T00:00,Filtros de aire y aceite,Punto limpio,"60,00"
2020-01-01T00:00,Filtros de aire y aceite,Punto limpio,"5,00"
2020-02-01T00:00,Filtros de aire y aceite,Punto limpio,"0,00"
2020-03-01T00:00,Filtros de aire y aceite,Punto limpio,"60,00"
2020-04-01T00:00,Filtros de aire y aceite,Punto limpio,"0,00"
2020-05-01T00:00,Filtros de aire y aceite,Punto limpio,"0,00"
2020-06-01T00:00,Filtros de aire y aceite,Punto limpio,"0,00"
2020-07-01T00:00,Filtros de aire y aceite,Punto limpio,"0,00"
2020-08-01T00:00,Filtros de aire y aceite,Punto limpio,"50,00"
2020-09-01T00:00,Filtros de aire y aceite,Punto limpio,"0,00"
2020-10-01T00:00,Filtros de aire y aceite,Punto limpio,"0,00"
2020-11-01T00:00,Filtros de aire y aceite,Punto limpio,"0,00"
2020-12-01T00:00,Filtros de aire y aceite,Punto limpio,"0,00"
2021-01-01T00:00,Filtros de aire y aceite,Punto limpio,"0,00"
2021-02-01T00:00,Filtros de aire y aceite,Punto limpio,"0,00"
2021-03-01T00:00,Filtros de aire y aceite,Punto limpio,"0,00"
2021-04-01T00:00,Filtros de aire y aceite,Punto limpio,"0,00"
2021-05-01T00:00,Filtros de aire y aceite,Punto limpio,"0,00"
2021-06-01T00:00,Filtros de aire y aceite,Punto limpio,"100,00"
2021-07-01T00:00,Filtros de aire y aceite,Punto limpio,"0,00"
2021-08-01T00:00,Filtros de aire y aceite,Punto limpio,"0,00"
2021-09-01T00:00,Filtros de aire y aceite,Punto limpio,"0,00"
2021-10-01T00:00,Filtros de aire y aceite,Punto limpio,"0,00"
2021-11-01T00:00,Filtros de aire y aceite,Punto limpio,"0,00"
2021-12-01T00:00,Filtros de aire y aceite,Punto limpio,"60,00"
2022-01-01T00:00,Filtros de aire y aceite,Punto limpio,"0,00"
2022-02-01T00:00,Filtros de aire y aceite,Punto limpio,"0,00"
2022-03-01T00:00,Filtros de aire y aceite,Punto limpio,"0,00"
2022-04-01T00:00,Filtros de aire y aceite,Punto limpio,"0,00"
2022-05-01T00:00,Filtros de aire y aceite,Punto limpio,"100,00"
2022-06-01T00:00,Filtros de aire y aceite,Punto limpio,"0,00"
2022-07-01T00:00,Filtros de aire y aceite,Punto limpio,"0,00"
2022-08-01T00:00,Filtros de aire y aceite,Punto limpio,"0,00"
2022-09-01T00:00,Filtros de aire y aceite,Punto limpio,"200,00"
2022-10-01T00:00,Filtros de aire y aceite,Punto limpio,"0,00"
2022-11-01T00:00,Filtros de aire y aceite,Punto limpio,"0,00"
2022-12-01T00:00,Filtros de aire y aceite,Punto limpio,"0,00"
2013-01-01T00:00,Fluorescentes y lámparas bajo consumo,Punto limpio,"242,00"
2013-02-01T00:00,Fluorescentes y lámparas bajo consumo,Punto limpio,"140,00"
2013-03-01T00:00,Fluorescentes y lámparas bajo consumo,Punto limpio,"120,00"
2013-04-01T00:00,Fluorescentes y lámparas bajo consumo,Punto limpio,"0,00"
2013-05-01T00:00,Fluorescentes y lámparas bajo consumo,Punto limpio,"139,00"
2013-06-01T00:00,Fluorescentes y lámparas bajo consumo,Punto limpio,"107,00"
2013-07-01T00:00,Fluorescentes y lámparas bajo consumo,Punto limpio,"96,00"
2013-08-01T00:00,Fluorescentes y lámparas bajo consumo,Punto limpio,"98,00"
2013-09-01T00:00,Fluorescentes y lámparas bajo consumo,Punto limpio,"140,00"
2013-10-01T00:00,Fluorescentes y lámparas bajo consumo,Punto limpio,"0,00"
2013-11-01T00:00,Fluorescentes y lámparas bajo consumo,Punto limpio,"129,00"
2013-12-01T00:00,Fluorescentes y lámparas bajo consumo,Punto limpio,"119,00"
2014-01-01T00:00,Fluorescentes y lámparas bajo consumo,Punto limpio,"132,00"
2014-02-01T00:00,Fluorescentes y lámparas bajo consumo,Punto limpio,"141,00"
2014-03-01T00:00,Fluorescentes y lámparas bajo consumo,Punto limpio,"112,00"
2014-04-01T00:00,Fluorescentes y lámparas bajo consumo,Punto limpio,"109,00"
2014-05-01T00:00,Fluorescentes y lámparas bajo consumo,Punto limpio,"120,00"
2014-06-01T00:00,Fluorescentes y lámparas bajo consumo,Punto limpio,"0,00"
2014-07-01T00:00,Fluorescentes y lámparas bajo consumo,Punto limpio,"111,00"
2014-08-01T00:00,Fluorescentes y lámparas bajo consumo,Punto limpio,"141,00"
2014-09-01T00:00,Fluorescentes y lámparas bajo consumo,Punto limpio,"123,00"
2014-10-01T00:00,Fluorescentes y lámparas bajo consumo,Punto limpio,"116,00"
2014-11-01T00:00,Fluorescentes y lámparas bajo consumo,Punto limpio,"116,00"
2014-12-01T00:00,Fluorescentes y lámparas bajo consumo,Punto limpio,"132,00"
2015-01-01T00:00,Fluorescentes y lámparas bajo consumo,Punto limpio,"0,00"
2015-02-01T00:00,Fluorescentes y lámparas bajo consumo,Punto limpio,"143,00"
2015-03-01T00:00,Fluorescentes y lámparas bajo consumo,Punto limpio,"115,00"
2015-04-01T00:00,Fluorescentes y lámparas bajo consumo,Punto limpio,"124,00"
2015-05-01T00:00,Fluorescentes y lámparas bajo consumo,Punto limpio,"146,00"
2015-06-01T00:00,Fluorescentes y lámparas bajo consumo,Punto limpio,"0,00"
2015-07-01T00:00,Fluorescentes y lámparas bajo consumo,Punto limpio,"119,00"
2015-08-01T00:00,Fluorescentes y lámparas bajo consumo,Punto limpio,"137,00"
2015-09-01T00:00,Fluorescentes y lámparas bajo consumo,Punto limpio,"153,00"
2015-10-01T00:00,Fluorescentes y lámparas bajo consumo,Punto limpio,"148,00"
2015-11-01T00:00,Fluorescentes y lámparas bajo consumo,Punto limpio,"115,00"
2015-12-01T00:00,Fluorescentes y lámparas bajo consumo,Punto limpio,"131,00"
2016-01-01T00:00,Fluorescentes y lámparas bajo consumo,Punto limpio,"124,00"
2016-02-01T00:00,Fluorescentes y lámparas bajo consumo,Punto limpio,"146,00"
2016-03-01T00:00,Fluorescentes y lámparas bajo consumo,Punto limpio,"139,00"
2016-04-01T00:00,Fluorescentes y lámparas bajo consumo,Punto limpio,"136,00"
2016-05-01T00:00,Fluorescentes y lámparas bajo consumo,Punto limpio,"164,00"
2016-06-01T00:00,Fluorescentes y lámparas bajo consumo,Punto limpio,"141,00"
2016-07-01T00:00,Fluorescentes y lámparas bajo consumo,Punto limpio,"154,00"
2016-08-01T00:00,Fluorescentes y lámparas bajo consumo,Punto limpio,"109,00"
2016-09-01T00:00,Fluorescentes y lámparas bajo consumo,Punto limpio,"0,00"
2016-10-01T00:00,Fluorescentes y lámparas bajo consumo,Punto limpio,"145,00"
2016-11-01T00:00,Fluorescentes y lámparas bajo consumo,Punto limpio,"146,00"
2016-12-01T00:00,Fluorescentes y lámparas bajo consumo,Punto limpio,"116,00"
2017-01-01T00:00,Fluorescentes y lámparas bajo consumo,Punto limpio,"290,00"
2017-02-01T00:00,Fluorescentes y lámparas bajo consumo,Punto limpio,"142,00"
2017-03-01T00:00,Fluorescentes y lámparas bajo consumo,Punto limpio,"143,00"
2017-04-01T00:00,Fluorescentes y lámparas bajo consumo,Punto limpio,"123,00"
2017-05-01T00:00,Fluorescentes y lámparas bajo consumo,Punto limpio,"130,00"
2017-06-01T00:00,Fluorescentes y lámparas bajo consumo,Punto limpio,"127,00"
2017-07-01T00:00,Fluorescentes y lámparas bajo consumo,Punto limpio,"121,00"
2017-08-01T00:00,Fluorescentes y lámparas bajo consumo,Punto limpio,"129,00"
2017-09-01T00:00,Fluorescentes y lámparas bajo consumo,Punto limpio,"109,00"
2017-10-01T00:00,Fluorescentes y lámparas bajo consumo,Punto limpio,"103,00"
2017-11-01T00:00,Fluorescentes y lámparas bajo consumo,Punto limpio,"199,00"
2017-12-01T00:00,Fluorescentes y lámparas bajo consumo,Punto limpio,"0,00"
2018-01-01T00:00,Fluorescentes y lámparas bajo consumo,Punto limpio,"320,00"
2018-02-01T00:00,Fluorescentes y lámparas bajo consumo,Punto limpio,"140,00"
2018-03-01T00:00,Fluorescentes y lámparas bajo consumo,Punto limpio,"155,00"
2018-04-01T00:00,Fluorescentes y lámparas bajo consumo,Punto limpio,"132,00"
2018-05-01T00:00,Fluorescentes y lámparas bajo consumo,Punto limpio,"140,00"
2018-06-01T00:00,Fluorescentes y lámparas bajo consumo,Punto limpio,"119,00"
2018-07-01T00:00,Fluorescentes y lámparas bajo consumo,Punto limpio,"124,00"
2018-08-01T00:00,Fluorescentes y lámparas bajo consumo,Punto limpio,"117,00"
2018-09-01T00:00,Fluorescentes y lámparas bajo consumo,Punto limpio,"108,00"
2018-10-01T00:00,Fluorescentes y lámparas bajo consumo,Punto limpio,"163,00"
2018-11-01T00:00,Fluorescentes y lámparas bajo consumo,Punto limpio,"156,00"
2018-12-01T00:00,Fluorescentes y lámparas bajo consumo,Punto limpio,"269,00"
2019-01-01T00:00,Fluorescentes y lámparas bajo consumo,Punto limpio,"153,00"
2019-02-01T00:00,Fluorescentes y lámparas bajo consumo,Punto limpio,"235,00"
2019-03-01T00:00,Fluorescentes y lámparas bajo consumo,Punto limpio,"225,00"
2019-04-01T00:00,Fluorescentes y lámparas bajo consumo,Punto limpio,"126,00"
2019-05-01T00:00,Fluorescentes y lámparas bajo consumo,Punto limpio,"113,00"
2019-06-01T00:00,Fluorescentes y lámparas bajo consumo,Punto limpio,"228,00"
2019-07-01T00:00,Fluorescentes y lámparas bajo consumo,Punto limpio,"126,00"
2019-08-01T00:00,Fluorescentes y lámparas bajo consumo,Punto limpio,"118,00"
2019-09-01T00:00,Fluorescentes y lámparas bajo consumo,Punto limpio,"153,00"
2019-10-01T00:00,Fluorescentes y lámparas bajo consumo,Punto limpio,"256,00"
2019-11-01T00:00,Fluorescentes y lámparas bajo consumo,Punto limpio,"136,00"
2019-12-01T00:00,Fluorescentes y lámparas bajo consumo,Punto limpio,"120,00"
2020-01-01T00:00,Fluorescentes y lámparas bajo consumo,Punto limpio,"154,00"
2020-02-01T00:00,Fluorescentes y lámparas bajo consumo,Punto limpio,"135,00"
2020-03-01T00:00,Fluorescentes y lámparas bajo consumo,Punto limpio,"203,00"
2020-04-01T00:00,Fluorescentes y lámparas bajo consumo,Punto limpio,"0,00"
2020-05-01T00:00,Fluorescentes y lámparas bajo consumo,Punto limpio,"122,00"
2020-06-01T00:00,Fluorescentes y lámparas bajo consumo,Punto limpio,"275,00"
2020-07-01T00:00,Fluorescentes y lámparas bajo consumo,Punto limpio,"131,00"
2020-08-01T00:00,Fluorescentes y lámparas bajo consumo,Punto limpio,"127,00"
2020-09-01T00:00,Fluorescentes y lámparas bajo consumo,Punto limpio,"334,00"
2020-10-01T00:00,Fluorescentes y lámparas bajo consumo,Punto limpio,"135,00"
2020-11-01T00:00,Fluorescentes y lámparas bajo consumo,Punto limpio,"213,00"
2020-12-01T00:00,Fluorescentes y lámparas bajo consumo,Punto limpio,"63,00"
2021-01-01T00:00,Fluorescentes y lámparas bajo consumo,Punto limpio,"162,00"
2021-02-01T00:00,Fluorescentes y lámparas bajo consumo,Punto limpio,"306,00"
2021-03-01T00:00,Fluorescentes y lámparas bajo consumo,Punto limpio,"205,00"
2021-04-01T00:00,Fluorescentes y lámparas bajo consumo,Punto limpio,"111,00"
2021-05-01T00:00,Fluorescentes y lámparas bajo consumo,Punto limpio,"220,00"
2021-06-01T00:00,Fluorescentes y lámparas bajo consumo,Punto limpio,"157,00"
2021-07-01T00:00,Fluorescentes y lámparas bajo consumo,Punto limpio,"395,00"
2021-08-01T00:00,Fluorescentes y lámparas bajo consumo,Punto limpio,"206,00"
2021-09-01T00:00,Fluorescentes y lámparas bajo consumo,Punto limpio,"99,00"
2021-10-01T00:00,Fluorescentes y lámparas bajo consumo,Punto limpio,"296,00"
2021-11-01T00:00,Fluorescentes y lámparas bajo consumo,Punto limpio,"111,00"
2021-12-01T00:00,Fluorescentes y lámparas bajo consumo,Punto limpio,"194,00"
2022-01-01T00:00,Fluorescentes y lámparas bajo consumo,Punto limpio,"304,00"
2022-02-01T00:00,Fluorescentes y lámparas bajo consumo,Punto limpio,"197,00"
