Mes,Residuo,Modalidad,Cantidad
2013-01-01T00:00,Aceite usado coche,Punto limpio,"500,00"
2013-02-01T00:00,Aceite usado coche,Punto limpio,"0,00"
2013-03-01T00:00,Aceite usado coche,Punto limpio,"500,00"
2013-04-01T00:00,Aceite usado coche,Punto limpio,"500,00"
2013-05-01T00:00,Aceite usado coche,Punto limpio,"500,00"
2013-06-01T00:00,Aceite usado coche,Punto limpio,"900,00"
2013-07-01T00:00,Aceite usado coche,Punto limpio,"300,00"
2013-08-01T00:00,Aceite usado coche,Punto limpio,"600,00"
2013-09-01T00:00,Aceite usado coche,Punto limpio,"600,00"
2013-10-01T00:00,Aceite usado coche,Punto limpio,"600,00"
2013-11-01T00:00,Aceite usado coche,Punto limpio,"0,00"
2013-12-01T00:00,Aceite usado coche,Punto limpio,"700,00"
2014-01-01T00:00,Aceite usado coche,Punto limpio,"900,00"
2014-02-01T00:00,Aceite usado coche,Punto limpio,"1080,00"
2014-03-01T00:00,Aceite usado coche,Punto limpio,"0,00"
2014-04-01T00:00,Aceite usado coche,Punto limpio,"500,00"
2014-05-01T00:00,Aceite usado coche,Punto limpio,"800,00"
2014-06-01T00:00,Aceite usado coche,Punto limpio,"450,00"
2014-07-01T00:00,Aceite usado coche,Punto limpio,"0,00"
2014-08-01T00:00,Aceite usado coche,Punto limpio,"900,00"
2014-09-01T00:00,Aceite usado coche,Punto limpio,"0,00"
2014-10-01T00:00,Aceite usado coche,Punto limpio,"900,00"
2014-11-01T00:00,Aceite usado coche,Punto limpio,"0,00"
2014-12-01T00:00,Aceite usado coche,Punto limpio,"540,00"
2015-01-01T00:00,Aceite usado coche,Punto limpio,"900,00"
2015-02-01T00:00,Aceite usado coche,Punto limpio,"0,00"
2015-03-01T00:00,Aceite usado coche,Punto limpio,"0,00"
2015-04-01T00:00,Aceite usado coche,Punto limpio,"800,00"
2015-05-01T00:00,Aceite usado coche,Punto limpio,"0,00"
2015-06-01T00:00,Aceite usado coche,Punto limpio,"900,00"
2015-07-01T00:00,Aceite usado coche,Punto limpio,"0,00"
2015-08-01T00:00,Aceite usado coche,Punto limpio,"800,00"
2015-09-01T00:00,Aceite usado coche,Punto limpio,"0,00"
2015-10-01T00:00,Aceite usado coche,Punto limpio,"900,00"
2015-11-01T00:00,Aceite usado coche,Punto limpio,"0,00"
2015-12-01T00:00,Aceite usado coche,Punto limpio,"900,00"
2016-01-01T00:00,Aceite usado coche,Punto limpio,"0,00"
2016-02-01T00:00,Aceite usado coche,Punto limpio,"300,00"
2016-03-01T00:00,Aceite usado coche,Punto limpio,"0,00"
2016-04-01T00:00,Aceite usado coche,Punto limpio,"810,00"
2016-05-01T00:00,Aceite usado coche,Punto limpio,"0,00"
2016-06-01T00:00,Aceite usado coche,Punto limpio,"900,00"
2016-07-01T00:00,Aceite usado coche,Punto limpio,"0,00"
2016-08-01T00:00,Aceite usado coche,Punto limpio,"1000,00"
2016-09-01T00:00,Aceite usado coche,Punto limpio,"0,00"
2016-10-01T00:00,Aceite usado coche,Punto limpio,"0,00"
2016-11-01T00:00,Aceite usado coche,Punto limpio,"900,00"
2016-12-01T00:00,Aceite usado coche,Punto limpio,"900,00"
2017-01-01T00:00,Aceite usado coche,Punto limpio,"0,00"
2017-02-01T00:00,Aceite usado coche,Punto limpio,"0,00"
2017-03-01T00:00,Aceite usado coche,Punto limpio,"0,00"
2017-04-01T00:00,Aceite usado coche,Punto limpio,"800,00"
2017-05-01T00:00,Aceite usado coche,Punto limpio,"0,00"
2017-06-01T00:00,Aceite usado coche,Punto limpio,"900,00"
2017-07-01T00:00,Aceite usado coche,Punto limpio,"0,00"
2017-08-01T00:00,Aceite usado coche,Punto limpio,"720,00"
2017-09-01T00:00,Aceite usado coche,Punto limpio,"0,00"
2017-10-01T00:00,Aceite usado coche,Punto limpio,"900,00"
2017-11-01T00:00,Aceite usado coche,Punto limpio,"0,00"
2017-12-01T00:00,Aceite usado coche,Punto limpio,"0,00"
2018-01-01T00:00,Aceite usado coche,Punto limpio,"850,00"
2018-02-01T00:00,Aceite usado coche,Punto limpio,"0,00"
2018-03-01T00:00,Aceite usado coche,Punto limpio,"0,00"
2018-04-01T00:00,Aceite usado coche,Punto limpio,"0,00"
2018-05-01T00:00,Aceite usado coche,Punto limpio,"900,00"
2018-06-01T00:00,Aceite usado coche,Punto limpio,"0,00"
2018-07-01T00:00,Aceite usado coche,Punto limpio,"0,00"
2018-08-01T00:00,Aceite usado coche,Punto limpio,"920,00"
2018-09-01T00:00,Aceite usado coche,Punto limpio,"0,00"
2018-10-01T00:00,Aceite usado coche,Punto limpio,"0,00"
2018-11-01T00:00,Aceite usado coche,Punto limpio,"0,00"
2018-12-01T00:00,Aceite usado coche,Punto limpio,"450,00"
2019-01-01T00:00,Aceite usado coche,Punto limpio,"600,00"
2019-02-01T00:00,Aceite usado coche,Punto limpio,"0,00"
2019-03-01T00:00,Aceite usado coche,Punto limpio,"1000,00"
2019-04-01T00:00,Aceite usado coche,Punto limpio,"500,00"
2019-05-01T00:00,Aceite usado coche,Punto limpio,"0,00"
2019-06-01T00:00,Aceite usado coche,Punto limpio,"500,00"
2019-07-01T00:00,Aceite usado coche,Punto limpio,"1000,00"
2019-08-01T00:00,Aceite usado coche,Punto limpio,"600,00"
2019-09-01T00:00,Aceite usado coche,Punto limpio,"600,00"
2019-10-01T00:00,Aceite usado coche,Punto limpio,"0,00"
2019-11-01T00:00,Aceite usado coche,Punto limpio,"800,00"
2019-12-01T00:00,Aceite usado coche,Punto limpio,"300,00"
2020-01-01T00:00,Aceite usado coche,Punto limpio,"700,00"
2020-02-01T00:00,Aceite usado coche,Punto limpio,"0,00"
2020-03-01T00:00,Aceite usado coche,Punto limpio,"800,00"
2020-04-01T00:00,Aceite usado coche,Punto limpio,"400,00"
2020-05-01T00:00,Aceite usado coche,Punto limpio,"0,00"
2020-06-01T00:00,Aceite usado coche,Punto limpio,"800,00"
2020-07-01T00:00,Aceite usado coche,Punto limpio,"600,00"
2020-08-01T00:00,Aceite usado coche,Punto limpio,"700,00"
2020-09-01T00:00,Aceite usado coche,Punto limpio,"0,00"
2020-10-01T00:00,Aceite usado coche,Punto limpio,"800,00"
2020-11-01T00:00,Aceite usado coche,Punto limpio,"0,00"
2020-12-01T00:00,Aceite usado coche,Punto limpio,"700,00"
2021-01-01T00:00,Aceite usado coche,Punto limpio,"400,00"
2021-02-01T00:00,Aceite usado coche,Punto limpio,"0,00"
2021-03-01T00:00,Aceite usado coche,Punto limpio,"800,00"
2021-04-01T00:00,Aceite usado coche,Punto limpio,"0,00"
2021-05-01T00:00,Aceite usado coche,Punto limpio,"1000,00"
2021-06-01T00:00,Aceite usado coche,Punto limpio,"600,00"
2021-07-01T00:00,Aceite usado coche,Punto limpio,"800,00"
2021-08-01T00:00,Aceite usado coche,Punto limpio,"0,00"
2021-09-01T00:00,Aceite usado coche,Punto limpio,"0,00"
2021-10-01T00:00,Aceite usado coche,Punto limpio,"0,00"
2021-11-01T00:00,Aceite usado coche,Punto limpio,"600,00"
2021-12-01T00:00,Aceite usado coche,Punto limpio,"600,00"
2022-01-01T00:00,Aceite usado coche,Punto limpio,"0,00"
2022-02-01T00:00,Aceite usado coche,Punto limpio,"600,00"
2022-03-01T00:00,Aceite usado coche,Punto limpio,"0,00"
2022-04-01T00:00,Aceite usado coche,Punto limpio,"700,00"
2022-05-01T00:00,Aceite usado coche,Punto limpio,"800,00"
2022-06-01T00:00,Aceite usado coche,Punto limpio,"800,00"
2022-07-01T00:00,Aceite usado coche,Punto limpio,"900,00"
2022-08-01T00:00,Aceite usado coche,Punto limpio,"900,00"
2022-09-01T00:00,Aceite usado coche,Punto limpio,"500,00"
2022-10-01T00:00,Aceite usado coche,Punto limpio,"500,00"
2022-11-01T00:00,Aceite usado coche,Punto limpio,"1000,00"
2022-12-01T00:00,Aceite usado coche,Punto limpio,"0,00"
2013-01-01T00:00,Aceite vegetal,Contenedores Recuperalia,"6160,00"
2013-02-01T00:00,Aceite vegetal,Contenedores Recuperalia,"0,00"
2013-03-01T00:00,Aceite vegetal,Contenedores Recuperalia,"5110,00"
2013-04-01T00:00,Aceite vegetal,Contenedores Recuperalia,"0,00"
2013-05-01T00:00,Aceite vegetal,Contenedores Recuperalia,"5355,00"
2013-06-01T00:00,Aceite vegetal,Contenedores Recuperalia,"0,00"
2013-07-01T00:00,Aceite vegetal,Contenedores Recuperalia,"5115,00"
2013-08-01T00:00,Aceite vegetal,Contenedores Recuperalia,"0,00"
2013-09-01T00:00,Aceite vegetal,Contenedores Recuperalia,"4550,00"
2013-10-01T00:00,Aceite vegetal,Contenedores Recuperalia,"0,00"
2013-11-01T00:00,Aceite vegetal,Contenedores Recuperalia,"4420,00"
2013-12-01T00:00,Aceite vegetal,Contenedores Recuperalia,"4480,00"
2014-01-01T00:00,Aceite vegetal,Contenedores Recuperalia,"0,00"
2014-02-01T00:00,Aceite vegetal,Contenedores Recuperalia,"0,00"
2014-03-01T00:00,Aceite vegetal,Contenedores Recuperalia,"5785,00"
2014-04-01T00:00,Aceite vegetal,Contenedores Recuperalia,"0,00"
2014-05-01T00:00,Aceite vegetal,Contenedores Recuperalia,"5335,00"
2014-06-01T00:00,Aceite vegetal,Contenedores Recuperalia,"0,00"
2014-07-01T00:00,Aceite vegetal,Contenedores Recuperalia,"5145,00"
2014-08-01T00:00,Aceite vegetal,Contenedores Recuperalia,"0,00"
2014-09-01T00:00,Aceite vegetal,Contenedores Recuperalia,"4995,00"
2014-10-01T00:00,Aceite vegetal,Contenedores Recuperalia,"0,00"
2014-11-01T00:00,Aceite vegetal,Contenedores Recuperalia,"4700,00"
2014-12-01T00:00,Aceite vegetal,Contenedores Recuperalia,"4075,00"
2015-01-01T00:00,Aceite vegetal,Contenedores Recuperalia,"0,00"
2015-02-01T00:00,Aceite vegetal,Contenedores Recuperalia,"5300,00"
2015-03-01T00:00,Aceite vegetal,Contenedores Recuperalia,"0,00"
2015-04-01T00:00,Aceite vegetal,Contenedores Recuperalia,"4685,00"
2015-05-01T00:00,Aceite vegetal,Contenedores Recuperalia,"0,00"
2015-06-01T00:00,Aceite vegetal,Contenedores Recuperalia,"4890,00"
2015-07-01T00:00,Aceite vegetal,Contenedores Recuperalia,"0,00"
2015-08-01T00:00,Aceite vegetal,Contenedores Recuperalia,"4900,00"
2015-09-01T00:00,Aceite vegetal,Contenedores Recuperalia,"0,00"
2015-10-01T00:00,Aceite vegetal,Contenedores Recuperalia,"4375,00"
2015-11-01T00:00,Aceite vegetal,Contenedores Recuperalia,"0,00"
2015-12-01T00:00,Aceite vegetal,Contenedores Recuperalia,"4350,00"
2016-01-01T00:00,Aceite vegetal,Contenedores Reseave,"0,00"
2016-02-01T00:00,Aceite vegetal,Contenedores Reseave,"0,00"
2016-03-01T00:00,Aceite vegetal,Contenedores Reseave,"1850,00"
2016-04-01T00:00,Aceite vegetal,Contenedores Reseave,"1550,00"
2016-05-01T00:00,Aceite vegetal,Contenedores Reseave,"2580,00"
2016-06-01T00:00,Aceite vegetal,Contenedores Reseave,"2030,00"
2016-07-01T00:00,Aceite vegetal,Contenedores Reseave,"1720,00"
2016-08-01T00:00,Aceite vegetal,Contenedores Reseave,"1460,00"
2016-09-01T00:00,Aceite vegetal,Contenedores Reseave,"1680,00"
2016-10-01T00:00,Aceite vegetal,Contenedores Reseave,"1590,00"
2016-11-01T00:00,Aceite vegetal,Contenedores Reseave,"1020,00"
2016-12-01T00:00,Aceite vegetal,Contenedores Reseave,"1840,00"
2017-01-01T00:00,Aceite vegetal,Contenedores Reseave,"2100,00"
2017-02-01T00:00,Aceite vegetal,Contenedores Reseave,"1160,00"
2017-03-01T00:00,Aceite vegetal,Contenedores Reseave,"2640,00"
2017-04-01T00:00,Aceite vegetal,Contenedores Reseave,"1220,00"
2017-05-01T00:00,Aceite vegetal,Contenedores Reseave,"2160,00"
2017-06-01T00:00,Aceite vegetal,Contenedores Reseave,"2780,00"
2017-07-01T00:00,Aceite vegetal,Contenedores Reseave,"2200,00"
2017-08-01T00:00,Aceite vegetal,Contenedores Reseave,"640,00"
2017-09-01T00:00,Aceite vegetal,Contenedores Reseave,"3440,00"
2017-10-01T00:00,Aceite vegetal,Contenedores Reseave,"1820,00"
2017-11-01T00:00,Aceite vegetal,Contenedores Reseave,"1920,00"
2017-12-01T00:00,Aceite vegetal,Contenedores Reseave,"2540,00"
2018-01-01T00:00,Aceite vegetal,Contenedores Reseave,"2140,00"
2018-02-01T00:00,Aceite vegetal,Contenedores Reseave,"2100,00"
2018-03-01T00:00,Aceite vegetal,Contenedores Reseave,"2440,00"
2018-04-01T00:00,Aceite vegetal,Contenedores Reseave,"1840,00"
2018-05-01T00:00,Aceite vegetal,Contenedores Reseave,"2780,00"
2018-06-01T00:00,Aceite vegetal,Contenedores Reseave,"2300,00"
2018-07-01T00:00,Aceite vegetal,Contenedores Reseave,"3460,00"
2018-08-01T00:00,Aceite vegetal,Contenedores Reseave,"280,00"
2018-09-01T00:00,Aceite vegetal,Contenedores Reseave,"3020,00"
2018-10-01T00:00,Aceite vegetal,Contenedores Reseave,"2480,00"
2018-11-01T00:00,Aceite vegetal,Contenedores Reseave,"3440,00"
2018-12-01T00:00,Aceite vegetal,Contenedores Reseave,"2210,00"
2019-01-01T00:00,Aceite vegetal,Contenedores Reseave,"2405,00"
2019-02-01T00:00,Aceite vegetal,Contenedores Reseave,"1900,00"
2019-03-01T00:00,Aceite vegetal,Contenedores Reseave,"2800,00"
2019-04-01T00:00,Aceite vegetal,Contenedores Reseave,"2630,00"
2019-05-01T00:00,Aceite vegetal,Contenedores Reseave,"2230,00"
2019-06-01T00:00,Aceite vegetal,Contenedores Reseave,"2320,00"
2019-07-01T00:00,Aceite vegetal,Contenedores Reseave,"3860,00"
2019-08-01T00:00,Aceite vegetal,Contenedores Reseave,"535,00"
2019-09-01T00:00,Aceite vegetal,Contenedores Reseave,"3320,00"
2019-10-01T00:00,Aceite vegetal,Contenedores Reseave,"2760,00"
2019-11-01T00:00,Aceite vegetal,Contenedores Reseave,"1820,00"
2019-12-01T00:00,Aceite vegetal,Contenedores Reseave,"2980,00"
2020-01-01T00:00,Aceite vegetal,Contenedores Reseave,"1275,00"
2020-02-01T00:00,Aceite vegetal,Contenedores Reseave,"2618,00"
2020-03-01T00:00,Aceite vegetal,Contenedores Reseave,"2210,00"
2020-04-01T00:00,Aceite vegetal,Contenedores Reseave,"1020,00"
2020-05-01T00:00,Aceite vegetal,Contenedores Reseave,"2652,00"
2020-06-01T00:00,Aceite vegetal,Contenedores Reseave,"2482,00"
2020-07-01T00:00,Aceite vegetal,Contenedores Reseave,"2737,00"
2020-08-01T00:00,Aceite vegetal,Contenedores Reseave,"1768,00"
2020-09-01T00:00,Aceite vegetal,Contenedores Reseave,"2414,00"
2020-10-01T00:00,Aceite vegetal,Contenedores Reseave,"1811,00"
2020-11-01T00:00,Aceite vegetal,Contenedores Reseave,"2771,00"
2020-12-01T00:00,Aceite vegetal,Contenedores Reseave,"2559,00"
2021-01-01T00:00,Aceite vegetal,Contenedores Reseave,"1912,50"
2021-02-01T00:00,Aceite vegetal,Contenedores Reseave,"2473,50"
2021-03-01T00:00,Aceite vegetal,Contenedores Reseave,"2584,00"
2021-04-01T00:00,Aceite vegetal,Contenedores Reseave,"2244,00"
2021-05-01T00:00,Aceite vegetal,Contenedores Reseave,"2380,00"
2021-06-01T00:00,Aceite vegetal,Contenedores Reseave,"3612,50"
2021-07-01T00:00,Aceite vegetal,Contenedores Reseave,"2176,00"
2021-08-01T00:00,Aceite vegetal,Contenedores Reseave,"2890,00"
2021-09-01T00:00,Aceite vegetal,Contenedores Reseave,"2473,50"
2021-10-01T00:00,Aceite vegetal,Contenedores Reseave,"1734,00"
2021-11-01T00:00,Aceite vegetal,Contenedores Reseave,"2652,00"
2021-12-01T00:00,Aceite vegetal,Contenedores Reseave,"3051,00"
2013-01-01T00:00,Aceite vegetal,Punto limpio,"860,00"
2013-02-01T00:00,Aceite vegetal,Punto limpio,"150,00"
2013-03-01T00:00,Aceite vegetal,Punto limpio,"400,00"
2013-04-01T00:00,Aceite vegetal,Punto limpio,"670,00"
2013-05-01T00:00,Aceite vegetal,Punto limpio,"100,00"
2013-06-01T00:00,Aceite vegetal,Punto limpio,"400,00"
2013-07-01T00:00,Aceite vegetal,Punto limpio,"400,00"
2013-08-01T00:00,Aceite vegetal,Punto limpio,"300,00"
2013-09-01T00:00,Aceite vegetal,Punto limpio,"0,00"
2013-10-01T00:00,Aceite vegetal,Punto limpio,"200,00"
2013-11-01T00:00,Aceite vegetal,Punto limpio,"200,00"
2013-12-01T00:00,Aceite vegetal,Punto limpio,"150,00"
2014-01-01T00:00,Aceite vegetal,Punto limpio,"300,00"
2014-02-01T00:00,Aceite vegetal,Punto limpio,"350,00"
2014-03-01T00:00,Aceite vegetal,Punto limpio,"400,00"
2014-04-01T00:00,Aceite vegetal,Punto limpio,"200,00"
2014-05-01T00:00,Aceite vegetal,Punto limpio,"300,00"
2014-06-01T00:00,Aceite vegetal,Punto limpio,"200,00"
2014-07-01T00:00,Aceite vegetal,Punto limpio,"350,00"
2014-08-01T00:00,Aceite vegetal,Punto limpio,"300,00"
2014-09-01T00:00,Aceite vegetal,Punto limpio,"200,00"
2014-10-01T00:00,Aceite vegetal,Punto limpio,"250,00"
2014-11-01T00:00,Aceite vegetal,Punto limpio,"300,00"
2014-12-01T00:00,Aceite vegetal,Punto limpio,"0,00"
2015-01-01T00:00,Aceite vegetal,Punto limpio,"100,00"
2015-02-01T00:00,Aceite vegetal,Punto limpio,"250,00"
2015-03-01T00:00,Aceite vegetal,Punto limpio,"840,00"
2015-04-01T00:00,Aceite vegetal,Punto limpio,"170,00"
2015-05-01T00:00,Aceite vegetal,Punto limpio,"650,00"
2015-06-01T00:00,Aceite vegetal,Punto limpio,"200,00"
2015-07-01T00:00,Aceite vegetal,Punto limpio,"740,00"
2015-08-01T00:00,Aceite vegetal,Punto limpio,"200,00"
2015-09-01T00:00,Aceite vegetal,Punto limpio,"150,00"
2015-10-01T00:00,Aceite vegetal,Punto limpio,"250,00"
2015-11-01T00:00,Aceite vegetal,Punto limpio,"600,00"
2015-12-01T00:00,Aceite vegetal,Punto limpio,"4500,00"
2016-01-01T00:00,Aceite vegetal,Punto limpio,"450,00"
2016-02-01T00:00,Aceite vegetal,Punto limpio,"400,00"
2016-03-01T00:00,Aceite vegetal,Punto limpio,"500,00"
2016-04-01T00:00,Aceite vegetal,Punto limpio,"70,00"
2016-05-01T00:00,Aceite vegetal,Punto limpio,"150,00"
2016-06-01T00:00,Aceite vegetal,Punto limpio,"150,00"
2016-07-01T00:00,Aceite vegetal,Punto limpio,"200,00"
2016-08-01T00:00,Aceite vegetal,Punto limpio,"540,00"
2016-09-01T00:00,Aceite vegetal,Punto limpio,"200,00"
2016-10-01T00:00,Aceite vegetal,Punto limpio,"500,00"
2016-11-01T00:00,Aceite vegetal,Punto limpio,"280,00"
2016-12-01T00:00,Aceite vegetal,Punto limpio,"400,00"
2017-01-01T00:00,Aceite vegetal,Punto limpio,"590,00"
2017-02-01T00:00,Aceite vegetal,Punto limpio,"150,00"
2017-03-01T00:00,Aceite vegetal,Punto limpio,"260,00"
2017-04-01T00:00,Aceite vegetal,Punto limpio,"650,00"
2017-05-01T00:00,Aceite vegetal,Punto limpio,"363,00"
2017-06-01T00:00,Aceite vegetal,Punto limpio,"480,00"
2017-07-01T00:00,Aceite vegetal,Punto limpio,"240,00"
2017-08-01T00:00,Aceite vegetal,Punto limpio,"220,00"
2017-09-01T00:00,Aceite vegetal,Punto limpio,"605,00"
2017-10-01T00:00,Aceite vegetal,Punto limpio,"250,00"
2017-11-01T00:00,Aceite vegetal,Punto limpio,"210,00"
2017-12-01T00:00,Aceite vegetal,Punto limpio,"430,00"
2018-01-01T00:00,Aceite vegetal,Punto limpio,"490,00"
2018-02-01T00:00,Aceite vegetal,Punto limpio,"250,00"
2018-03-01T00:00,Aceite vegetal,Punto limpio,"320,00"
2018-04-01T00:00,Aceite vegetal,Punto limpio,"540,00"
2018-05-01T00:00,Aceite vegetal,Punto limpio,"480,00"
2018-06-01T00:00,Aceite vegetal,Punto limpio,"400,00"
2018-07-01T00:00,Aceite vegetal,Punto limpio,"250,00"
2018-08-01T00:00,Aceite vegetal,Punto limpio,"210,00"
2018-09-01T00:00,Aceite vegetal,Punto limpio,"280,00"
2018-10-01T00:00,Aceite vegetal,Punto limpio,"400,00"
2018-11-01T00:00,Aceite vegetal,Punto limpio,"400,00"
2018-12-01T00:00,Aceite vegetal,Punto limpio,"200,00"
2019-01-01T00:00,Aceite vegetal,Punto limpio,"425,00"
2019-02-01T00:00,Aceite vegetal,Punto limpio,"200,00"
2019-03-01T00:00,Aceite vegetal,Punto limpio,"400,00"
2019-04-01T00:00,Aceite vegetal,Punto limpio,"410,00"
2019-05-01T00:00,Aceite vegetal,Punto limpio,"730,00"
2019-06-01T00:00,Aceite vegetal,Punto limpio,"280,00"
2019-07-01T00:00,Aceite vegetal,Punto limpio,"600,00"
2019-08-01T00:00,Aceite vegetal,Punto limpio,"175,00"
2019-09-01T00:00,Aceite vegetal,Punto limpio,"280,00"
2019-10-01T00:00,Aceite vegetal,Punto limpio,"720,00"
2019-11-01T00:00,Aceite vegetal,Punto limpio,"200,00"
2019-12-01T00:00,Aceite vegetal,Punto limpio,"460,00"
2020-01-01T00:00,Aceite vegetal,Punto limpio,"400,00"
2020-02-01T00:00,Aceite vegetal,Punto limpio,"322,00"
2020-03-01T00:00,Aceite vegetal,Punto limpio,"284,00"
2020-04-01T00:00,Aceite vegetal,Punto limpio,"0,00"
2020-05-01T00:00,Aceite vegetal,Punto limpio,"322,00"
2020-06-01T00:00,Aceite vegetal,Punto limpio,"824,00"
2020-07-01T00:00,Aceite vegetal,Punto limpio,"400,00"
2020-08-01T00:00,Aceite vegetal,Punto limpio,"384,00"
2020-09-01T00:00,Aceite vegetal,Punto limpio,"367,00"
2020-10-01T00:00,Aceite vegetal,Punto limpio,"450,00"
2020-11-01T00:00,Aceite vegetal,Punto limpio,"550,00"
2020-12-01T00:00,Aceite vegetal,Punto limpio,"384,00"
2021-01-01T00:00,Aceite vegetal,Punto limpio,"150,00"
2021-02-01T00:00,Aceite vegetal,Punto limpio,"454,00"
2021-03-01T00:00,Aceite vegetal,Punto limpio,"506,00"
2021-04-01T00:00,Aceite vegetal,Punto limpio,"483,00"
2021-05-01T00:00,Aceite vegetal,Punto limpio,"414,00"
2021-06-01T00:00,Aceite vegetal,Punto limpio,"322,00"
2021-07-01T00:00,Aceite vegetal,Punto limpio,"506,00"
2021-08-01T00:00,Aceite vegetal,Punto limpio,"0,00"
2021-09-01T00:00,Aceite vegetal,Punto limpio,"420,00"
2021-10-01T00:00,Aceite vegetal,Punto limpio,"836,00"
2021-11-01T00:00,Aceite vegetal,Punto limpio,"253,00"
2021-12-01T00:00,Aceite vegetal,Punto limpio,"322,00"
2022-01-01T00:00,Aceite vegetal,Punto limpio,"350,00"
2022-02-01T00:00,Aceite vegetal,Punto limpio,"575,00"
2022-03-01T00:00,Aceite vegetal,Punto limpio,"322,00"
2022-04-01T00:00,Aceite vegetal,Punto limpio,"276,00"
2022-05-01T00:00,Aceite vegetal,Punto limpio,"690,00"
2022-06-01T00:00,Aceite vegetal,Punto limpio,"460,00"
2022-07-01T00:00,Aceite vegetal,Punto limpio,"350,00"
2022-08-01T00:00,Aceite vegetal,Punto limpio,"0,00"
2022-09-01T00:00,Aceite vegetal,Punto limpio,"550,00"
2022-10-01T00:00,Aceite vegetal,Punto limpio,"400,00"
2022-11-01T00:00,Aceite vegetal,Punto limpio,"500,00"
2022-12-01T00:00,Aceite vegetal,Punto limpio,"325,00"
2016-01-01T00:00,Ácido sulfúrico,Punto limpio,"450,00"
2016-02-01T00:00,Ácido sulfúrico,Punto limpio,"0,00"
2016-03-01T00:00,Ácido sulfúrico,Punto limpio,"0,00"
2016-04-01T00:00,Ácido sulfúrico,Punto limpio,"0,00"
2016-05-01T00:00,Ácido sulfúrico,Punto limpio,"0,00"
2016-06-01T00:00,Ácido sulfúrico,Punto limpio,"0,00"
2016-07-01T00:00,Ácido sulfúrico,Punto limpio,"0,00"
2016-08-01T00:00,Ácido sulfúrico,Punto limpio,"0,00"
2016-09-01T00:00,Ácido sulfúrico,Punto limpio,"0,00"
2016-10-01T00:00,Ácido sulfúrico,Punto limpio,"0,00"
2016-11-01T00:00,Ácido sulfúrico,Punto limpio,"0,00"
2016-12-01T00:00,Ácido sulfúrico,Punto limpio,"0,00"
2016-01-01T00:00,"Adhesivos, sellantes y resinas",Punto limpio,"200,00"
2016-02-01T00:00,"Adhesivos, sellantes y resinas",Punto limpio,"0,00"
2016-03-01T00:00,"Adhesivos, sellantes y resinas",Punto limpio,"0,00"
2016-04-01T00:00,"Adhesivos, sellantes y resinas",Punto limpio,"0,00"
2016-05-01T00:00,"Adhesivos, sellantes y resinas",Punto limpio,"0,00"
2016-06-01T00:00,"Adhesivos, sellantes y resinas",Punto limpio,"0,00"
2016-07-01T00:00,"Adhesivos, sellantes y resinas",Punto limpio,"0,00"
2016-08-01T00:00,"Adhesivos, sellantes y resinas",Punto limpio,"0,00"
2016-09-01T00:00,"Adhesivos, sellantes y resinas",Punto limpio,"0,00"
2016-10-01T00:00,"Adhesivos, sellantes y resinas",Punto limpio,"0,00"
2016-11-01T00:00,"Adhesivos, sellantes y resinas",Punto limpio,"0,00"
2016-12-01T00:00,"Adhesivos, sellantes y resinas",Punto limpio,"0,00"
2013-01-01T00:00,Baterías,Punto limpio,"1010,00"
2013-02-01T00:00,Baterías,Punto limpio,"730,00"
2013-03-01T00:00,Baterías,Punto limpio,"550,00"
2013-04-01T00:00,Baterías,Punto limpio,"560,00"
2013-05-01T00:00,Baterías,Punto limpio,"700,00"
2013-06-01T00:00,Baterías,Punto limpio,"600,00"
2013-07-01T00:00,Baterías,Punto limpio,"670,00"
2013-08-01T00:00,Baterías,Punto limpio,"960,00"
2013-09-01T00:00,Baterías,Punto limpio,"660,00"
2013-10-01T00:00,Baterías,Punto limpio,"700,00"
2013-11-01T00:00,Baterías,Punto limpio,"610,00"
2013-12-01T00:00,Baterías,Punto limpio,"580,00"
2014-01-01T00:00,Baterías,Punto limpio,"630,00"
2014-02-01T00:00,Baterías,Punto limpio,"410,00"
2014-03-01T00:00,Baterías,Punto limpio,"410,00"
2014-04-01T00:00,Baterías,Punto limpio,"460,00"
2014-05-01T00:00,Baterías,Punto limpio,"440,00"
2014-06-01T00:00,Baterías,Punto limpio,"530,00"
2014-07-01T00:00,Baterías,Punto limpio,"330,00"
2014-08-01T00:00,Baterías,Punto limpio,"920,00"
2014-09-01T00:00,Baterías,Punto limpio,"530,00"
2014-10-01T00:00,Baterías,Punto limpio,"400,00"
2014-11-01T00:00,Baterías,Punto limpio,"480,00"
2014-12-01T00:00,Baterías,Punto limpio,"0,00"
2015-01-01T00:00,Baterías,Punto limpio,"990,00"
2015-02-01T00:00,Baterías,Punto limpio,"540,00"
2015-03-01T00:00,Baterías,Punto limpio,"350,00"
2015-04-01T00:00,Baterías,Punto limpio,"570,00"
2015-05-01T00:00,Baterías,Punto limpio,"300,00"
2015-06-01T00:00,Baterías,Punto limpio,"800,00"
2015-07-01T00:00,Baterías,Punto limpio,"400,00"
2015-08-01T00:00,Baterías,Punto limpio,"530,00"
2015-09-01T00:00,Baterías,Punto limpio,"650,00"
2015-10-01T00:00,Baterías,Punto limpio,"800,00"
2015-11-01T00:00,Baterías,Punto limpio,"800,00"
2015-12-01T00:00,Baterías,Punto limpio,"520,00"
2016-01-01T00:00,Baterías,Punto limpio,"800,00"
